location_name,reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,quantile
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.05,14936.45,0.05
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.1,22596.399999999998,0.1
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.15,29718.95,0.15
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.2,34204,0.2
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.25,40213.75,0.25
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.3,47465.4,0.3
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.35,53423.65,0.35
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.4,59207.2,0.4
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.45,64935.149999999994,0.45
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.5,70837.5,0.5
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.55,78033.65000000001,0.55
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.6,85598,0.6
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.65,92309.25,0.65
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.7,103112.50000000003,0.7
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.75,110865.75,0.75
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.8,120857.4,0.8
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.85,132883.55,0.85
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.9,141975.60000000003,0.9
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.95,153268.04999999996,0.95
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.975,160628.625,0.975
US,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,US,quantile,0.99,164247.66999999998,0.99
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.01,0,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.025,3,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.05,4,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.1,7,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.15,8,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.2,10,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.25,11,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.3,12,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.35,14,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.4,16,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.45,18,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.5,20,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.55,22,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.6,24,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.65,27,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.7,30,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.75,33,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.8,35,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.85,39,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.9,45,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.95,52,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.975,60,NA
Alabama,2025-11-15,wk inc flu hosp,0,2025-11-15,01,quantile,0.99,66,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.01,1,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.025,2,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.05,4,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.1,7,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.15,9,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.2,12,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.25,14,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.3,16,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.35,18,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.4,21,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.45,23,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.5,25,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.55,28,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.6,30,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.65,33,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.7,36,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.75,40,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.8,44,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.85,52,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.9,59,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.95,69,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.975,86,NA
Alabama,2025-11-15,wk inc flu hosp,1,2025-11-22,01,quantile,0.99,110,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.01,1,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.025,3,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.05,5,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.1,8,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.15,11,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.2,14,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.25,16,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.3,19,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.35,21,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.4,24,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.45,26,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.5,30,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.55,33,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.6,36,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.65,39,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.7,44,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.75,50,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.8,60,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.85,69,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.9,80,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.95,104,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.975,126,NA
Alabama,2025-11-15,wk inc flu hosp,2,2025-11-29,01,quantile,0.99,159,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.01,3,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.025,4,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.05,5,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.1,8,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.15,13,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.2,17,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.25,20,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.3,24,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.35,27,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.4,31,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.45,34,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.5,40,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.55,44,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.6,48,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.65,52,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.7,59,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.75,68,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.8,80,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.85,100,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.9,122,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.95,163,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.975,217,NA
Alabama,2025-11-15,wk inc flu hosp,3,2025-12-06,01,quantile,0.99,270,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.01,1,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.025,4,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.05,7,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.1,11,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.15,14,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.2,17,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.25,21,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.3,26,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.35,30,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.4,34,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.45,38,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.5,43,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.55,49,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.6,56,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.65,66,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.7,78,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.75,91,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.8,105,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.85,133,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.9,182,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.95,244,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.975,346,NA
Alabama,2025-11-15,wk inc flu hosp,4,2025-12-13,01,quantile,0.99,526,NA
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.01,13,0.01
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.025,14,0.025
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.05,15,0.05
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.1,16,0.1
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.15,17,0.15
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.2,18,0.2
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.25,18,0.25
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.3,19,0.3
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.35,20,0.35
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.4,20,0.4
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.45,21,0.45
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.5,22,0.5
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.55,22,0.55
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.6,23,0.6
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.65,23,0.65
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.7,24,0.7
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.75,24,0.75
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.8,25,0.8
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.85,25,0.85
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.9,26,0.9
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.95,26,0.95
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.975,26,0.975
Alabama,2025-11-15,seasonal_peak_week,NA,NA,01,quantile,0.99,26,0.99
Alabama,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,01,quantile,0.01,155.18,0.01
Alabama,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,01,quantile,0.025,181.425,0.025
Alabama,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,01,quantile,0.05,266.25,0.05
Alabama,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,01,quantile,0.1,354.40000000000003,0.1
Alabama,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,01,quantile,0.15,438.20000000000005,0.15
Alabama,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,01,quantile,0.2,528.4,0.2
Alabama,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,01,quantile,0.25,592,0.25
Alabama,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,01,quantile,0.3,659.2,0.3
